Chr	gene_name	start	end	exon_list
8	ZNF596	240895	246361	[240895-240906, 242886-243012, 243721-243804, 244618-244700, 245153-246361]
8	FBXO25	413079	468803	[413079-413212, 431340-431443, 432885-432934, 435614-435706, 449989-450082, 451268-451452, 458368-458550, 463006-463149, 468714-468803]
8	FBXO25	413079	468803	[413079-413212, 431340-431443, 432885-432934, 435614-435706, 449989-450082, 451268-451452, 458368-458550, 463006-463149, 467719-467745, 468714-468803]
8	FBXO25	431357	468803	[431357-431443, 435614-435706, 449989-450082, 451268-451452, 458368-458550, 463006-463149, 468714-468803]
8	ERICH1	664602	731160	[664602-664675, 668597-668791, 673288-674046, 692477-692611, 715860-716006, 731139-731160]
8	CLN8	1771054	1780566	[1771054-1771596, 1780249-1780566]
8	MYOM2	2050766	2144980	[2050766-2050872, 2052157-2052312, 2057347-2057485, 2057622-2057779, 2059152-2059244, 2069277-2069365, 2069446-2069496, 2072344-2072508, 2073338-2073499, 2076140-2076281, 2078733-2078932, 2079559-2079612, 2085262-2085389, 2090007-2090190, 2092345-2092519, 2093969-2094090, 2096246-2096433, 2098856-2098982, 2100875-2101053, 2102666-2102780, 2106241-2106397, 2106490-2106596, 2108785-2108829, 2109394-2109530, 2115959-2116103, 2116215-2116274, 2117884-2117951, 2123251-2123364, 2123554-2123641, 2124178-2124216, 2129126-2129231, 2140722-2140885, 2141140-2141176, 2142374-2142396, 2143400-2143455, 2144663-2144980]
8	ANGPT2	6503100	6562933	[6503100-6503260, 6508931-6509061, 6513677-6513843, 6514676-6514777, 6519863-6519993, 6521177-6521409, 6527554-6527675, 6532331-6532486, 6562646-6562933]
8	DEFB1	6870680	6877856	[6870680-6870825, 6877796-6877856]
8	DEFA6	6924817	6926034	[6924817-6924926, 6925842-6926034]
8	DEFA4	6936019	6936898	[6936019-6936140, 6936727-6936898]
8	DEFA3	7015989	7016849	[7015989-7016098, 7016675-7016849]
8	DEFA5	7055430	7056696	[7055430-7055542, 7056525-7056696]
8	SPAG11B	7448014	7463502	[7448014-7448048, 7450822-7450899, 7462706-7462858, 7463442-7463502]
8	SPAG11B	7448014	7463502	[7448014-7448048, 7462706-7462858, 7463442-7463502]
8	SPAG11B	7450878	7463502	[7450878-7450899, 7451123-7451198, 7462706-7462858, 7463442-7463502]
8	SPAG11B	7461406	7463502	[7461406-7461533, 7462706-7462858, 7463442-7463502]
8	DEFB4A	7894712	7896609	[7894712-7894769, 7896473-7896609]
8	ERI1	9003063	9030033	[9003063-9003170, 9007969-9008147, 9011541-9011751, 9016321-9016404, 9018296-9018405, 9020349-9020463, 9029791-9030033]
8	PPP1R3B	9140793	9141650	[9140793-9141650]
8	TNKS	9555939	9776735	[9555939-9556611, 9580158-9580382, 9615581-9615676, 9679950-9679986, 9680724-9680799, 9704662-9704756, 9706186-9706252, 9706810-9706996, 9708370-9708491, 9709954-9710045, 9710141-9710219, 9720373-9720544, 9726640-9726719, 9730889-9731034, 9733278-9733443, 9734864-9735083, 9735376-9735485, 9748023-9748211, 9751608-9751845, 9752543-9752625, 9761515-9761635, 9763146-9763243, 9764715-9764789, 9765691-9765796, 9766238-9766424, 9770105-9770261, 9776649-9776735]
8	MSRA	10054516	10428311	[10054516-10054657, 10207832-10207900, 10245103-10245222, 10301533-10301637, 10319882-10319988, 10428147-10428311]
8	PRSS55	10525585	10538792	[10525585-10525738, 10529506-10529698, 10531294-10531544, 10532905-10533047, 10538475-10538792]
8	SOX7	10725737	10730432	[10725737-10726665, 10730195-10730432]
8	XKR6	10897951	11201338	[10897951-10898915, 10924633-10924829, 11200575-11201338]
8	MTMR9	11284888	11322787	[11284888-11285069, 11295193-11295301, 11300022-11300147, 11304840-11305013, 11306189-11306406, 11309526-11309687, 11314922-11315063, 11316672-11316892, 11319686-11319837, 11322624-11322787]
8	SLC35G5	11331106	11332122	[11331106-11332122]
8	FAM167A	11424372	11444410	[11424372-11424635, 11444030-11444410]
8	BLK	11543224	11564107	[11543224-11543346, 11546051-11546102, 11548031-11548124, 11549023-11549121, 11550158-11550261, 11554742-11554888, 11555331-11555483, 11556657-11556836, 11557961-11558037, 11561301-11561451, 11562978-11563109, 11563902-11564107]
8	GATA4	11708312	11758474	[11708312-11708927, 11748918-11749084, 11750110-11750235, 11755045-11755132, 11756934-11757082, 11758292-11758474]
8	NEIL2	11771447	11786272	[11771447-11771584, 11779597-11779949, 11783202-11783398, 11785962-11786272]
8	FDFT1	11802832	11838608	[11802832-11802930, 11808793-11808890, 11809666-11809849, 11821749-11821877, 11826023-11826214, 11830243-11830419, 11831517-11831669, 11838387-11838608]
8	CTSB	11845124	11853453	[11845124-11845221, 11845660-11845788, 11847051-11847167, 11847678-11847821, 11848066-11848151, 11849045-11849163, 11850865-11850979, 11852609-11852694, 11853328-11853453]
8	LONRF1	12723095	12755419	[12723095-12723253, 12725726-12725878, 12728900-12729062, 12729173-12729331, 12731735-12731856, 12735285-12735399, 12736700-12736796, 12736899-12737139, 12737994-12738143, 12740873-12740995, 12743163-12743281, 12754699-12755419]
8	C8orf79	12853984	12892824	[12853984-12854237, 12892713-12892824]
8	DLC1	13085810	13500070	[13085810-13085930, 13086289-13086462, 13088486-13088703, 13090251-13090469, 13091317-13091431, 13092611-13092824, 13094758-13094956, 13095085-13095244, 13098398-13098574, 13099346-13100769, 13102789-13102852, 13110741-13110822, 13115585-13115656, 13305268-13305301, 13393552-13393692, 13401469-13401618, 13499048-13500070]
8	DLC1	13085810	13132979	[13085810-13085930, 13086289-13086462, 13088486-13088703, 13090251-13090469, 13091317-13091431, 13092611-13092824, 13094758-13094956, 13095085-13095244, 13098398-13098574, 13099346-13100769, 13102789-13102852, 13110741-13110822, 13115585-13115656, 13132943-13132979]
8	DLC1	13305224	13500070	[13305224-13305301, 13393552-13393692, 13401469-13401618, 13499048-13500070]
8	SGCZ	14090442	15237622	[14090442-14090636, 14102375-14102498, 14108162-14108234, 14164579-14164701, 14237591-14237678, 14324102-14324203, 14554731-14554925, 15237584-15237622]
8	TUSC3	15540430	15764217	[15540430-15540567, 15623079-15623248, 15650696-15650813, 15659506-15659646, 15662155-15662295, 15673746-15673835, 15730665-15730728, 15743537-15743611, 15748374-15748464, 15764202-15764217]
8	TUSC3	15540430	15757808	[15540430-15540567, 15623079-15623248, 15650696-15650813, 15659506-15659646, 15662155-15662295, 15673746-15673835, 15730665-15730728, 15743537-15743611, 15748374-15748464, 15757790-15757808]
