Chr	gene_name	start	end	exon_list
1	LINC00115	-	-	-
1	SAMD11	925941	944152	[925941-926012, 930154-930335, 931038-931088, 935771-935895, 939039-939128, 939274-939459, 941143-941305, 942135-942250, 942409-942487, 942558-943057, 943252-943376, 943697-943807, 943907-944152]
1	NOC2L	944693	959239	[944693-944799, 945056-945145, 945517-945652, 946172-946285, 946401-946544, 948130-948231, 948489-948602, 951126-951237, 951999-952138, 952411-952599, 953174-953287, 953781-953891, 954003-954081, 955922-956012, 956094-956214, 956893-957024, 957098-957272, 958928-959080, 959214-959239]
1	PLEKHN1	966531	974574	[966531-966613, 966703-966802, 970276-970422, 970520-970600, 970685-970757, 970878-971005, 971112-971207, 971323-971403, 972074-972149, 972287-972423, 972860-973009, 973185-973325, 973499-973639, 973832-974050, 974315-974363, 974441-974574]
1	HES4	999058	999972	[999058-999431, 999525-999612, 999691-999786, 999865-999972]
1	ISG15	1013573	1014477	[1013573-1013575, 1013983-1014477]
1	C1orf159	1082892	1091542	[1082892-1082986, 1084352-1084382, 1084480-1084505, 1085877-1086011, 1087138-1087203, 1087501-1087596, 1090352-1090427, 1091471-1091542]
1	TTLL10	1180053	1185141	[1180053-1180339, 1180482-1180600, 1180730-1180859, 1181740-1181814, 1182360-1182445, 1182875-1183046, 1183919-1184090, 1184968-1185141]
1	TNFRSF18	1203590	1206570	[1203590-1203959, 1204398-1204485, 1205369-1205491, 1206384-1206570]
1	TNFRSF18	1203843	1206570	[1203843-1203967, 1204033-1204235, 1204398-1204485, 1205369-1205491, 1206384-1206570]
1	TNFRSF4	1211554	1214126	[1211554-1211624, 1211703-1211831, 1211941-1212137, 1212637-1212703, 1212991-1213092, 1213662-1213784, 1213982-1214126]
1	SDF4	1217669	1228792	[1217669-1217803, 1218457-1218632, 1218768-1218926, 1223243-1223356, 1223831-1223967, 1228467-1228792]
1	B3GALT6	1232278	1233267	[1232278-1233267]
1	UBE2J2	1255202	1267991	[1255202-1255486, 1256044-1256124, 1256991-1257129, 1257207-1257309, 1263345-1263385, 1267861-1267991]
1	UBE2J2	1255202	1267991	[1255202-1255486, 1256044-1256124, 1256991-1257129, 1257207-1257309, 1263345-1263385, 1264782-1264829, 1267861-1267991]
1	UBE2J2	1255202	1263360	[1255202-1255486, 1256044-1256124, 1256991-1257129, 1257207-1257309, 1263345-1263360]
1	UBE2J2	1232589	1243294	[1232589-1232612, 1237571-1237692, 1238648-1238688, 1243164-1243294]
1	SCNN1D	1219404	1226989	[1219404-1219469, 1221305-1221657, 1222147-1222354, 1222488-1222678, 1222887-1222975, 1223052-1223215, 1223318-1223416, 1225650-1225767, 1225856-1225934, 1226016-1226073, 1226274-1226332, 1226444-1226519, 1226633-1226989]
1	ACAP3	1293563	1307814	[1293563-1293707, 1293822-1293932, 1294089-1294198, 1294401-1294627, 1294717-1294815, 1295446-1295553, 1295735-1295937, 1296014-1296108, 1296210-1296279, 1296424-1296632, 1297821-1297932, 1298012-1298112, 1298369-1298420, 1298566-1298678, 1299344-1299355, 1299830-1299904, 1299972-1300067, 1300157-1300201, 1300508-1300691, 1301987-1302045, 1302921-1302974, 1303161-1303280, 1304085-1304142, 1307768-1307814]
1	PUSL1	1308643	1311378	[1308643-1308719, 1308914-1308971, 1309085-1309272, 1309453-1309602, 1309680-1309850, 1310633-1310687, 1310908-1311070, 1311329-1311378]
1	CPSF3L	1311858	1324607	[1311858-1311923, 1312017-1312146, 1312225-1312367, 1312439-1312500, 1312592-1312699, 1312786-1312948, 1313034-1313123, 1313508-1313591, 1313731-1313920, 1314300-1314364, 1314823-1314961, 1315403-1315437, 1315519-1315617, 1319295-1319523, 1320455-1320528, 1320995-1321092, 1324580-1324607]
1	DVL1	1336141	1349064	[1336141-1336514, 1337976-1338182, 1338268-1338435, 1338521-1338652, 1339361-1339438, 1339581-1339648, 1339735-1339811, 1340037-1340176, 1340246-1340315, 1340409-1340502, 1341666-1341804, 1342052-1342155, 1342362-1342483, 1342688-1342757, 1348895-1349064]
1	DVL1	1261384	1264926	[1261384-1261757, 1263219-1263425, 1263511-1263678, 1263764-1263895, 1264604-1264681, 1264824-1264926]
1	MXRA8	1353603	1358503	[1353603-1353628, 1353847-1353927, 1354029-1354105, 1354192-1354231, 1354353-1354508, 1354681-1355151, 1355243-1355344, 1355449-1355751, 1356680-1356703, 1358455-1358503]
1	AURKAIP1	1373800	1374755	[1373800-1373901, 1373999-1374444, 1374704-1374755]
1	MRPL20	1402082	1407216	[1402082-1402255, 1405808-1405885, 1406908-1407018, 1407130-1407216]
1	VWA1	1435748	1439786	[1435748-1435820, 1436926-1437483, 1439080-1439786]
1	VWA1	1435748	1437442	[1435748-1435820, 1437321-1437442]
1	ATAD3C	1483318	1489361	[1483318-1483354, 1489030-1489361]
