Chr	gene_name	start	end	exon_list
4	ZNF718	145136	145789	[145136-145789]
4	ABCA11P	410281	410751	[410281-410751]
4	PIGG	499335	539368	[499335-499488, 500395-500600, 505717-505926, 507404-507592, 508828-508969, 515972-516184, 521055-521248, 521659-521940, 523458-523912, 527038-527229, 530435-530744, 533817-533980, 539152-539368]
4	ATP5I	672499	674246	[672499-672518, 673302-673400, 673911-673965, 674211-674246]
4	MFSD7	681957	689126	[681957-682375, 682780-682889, 683209-683366, 683608-683760, 684482-684598, 684718-684855, 685834-685910, 686088-686301, 686531-686689, 688992-689126]
4	PCGF3	733680	766078	[733680-733788, 734930-735026, 737465-737520, 743473-743583, 744599-744687, 761278-761415, 764983-765063, 766031-766078]
4	GAK	849672	932186	[849672-849773, 849891-850067, 850935-851083, 851749-851973, 859605-859721, 865121-865243, 866363-866533, 866955-867431, 868538-868684, 870710-870903, 876529-876608, 877089-877206, 877614-877808, 881906-882039, 882696-882818, 883314-883462, 884036-884085, 888846-888969, 890531-890621, 893376-893488, 893873-894008, 896459-896548, 898032-898157, 904636-904778, 911672-911786, 912734-912793, 913606-913667, 932042-932186]
4	TMEM175	947739	958495	[947739-947891, 948115-948153, 950420-950517, 951206-951257, 951681-951716, 952366-952449, 953189-953353, 955404-955482, 955754-955889, 957823-958495]
4	DGKQ	960619	973481	[960619-960720, 961048-961200, 961466-961577, 961687-961833, 961981-962081, 962434-962612, 962771-962919, 963138-963289, 965175-965290, 965490-965528, 965927-966077, 966465-966526, 966747-966801, 966963-967053, 967128-967360, 967548-967648, 967727-967801, 967879-968026, 968281-968406, 968478-968563, 968810-968909, 970992-971071, 973211-973481]
4	IDUA	987084	1004392	[987084-987241, 987808-987948, 1000611-1000696, 1000881-1000988, 1001467-1001562, 1001678-1001880, 1001981-1002160, 1002268-1002484, 1002731-1002943, 1003035-1003156, 1003344-1003469, 1003548-1003624, 1004011-1004111, 1004259-1004392]
4	FGFRL1	1012485	1025346	[1012485-1012563, 1022202-1022474, 1023640-1023720, 1023816-1024100, 1024310-1024663, 1024904-1025346]
4	RNF212	1073015	1113463	[1073015-1073139, 1073598-1073661, 1079642-1079687, 1081418-1081466, 1081566-1081618, 1085895-1085953, 1090781-1090837, 1096764-1096838, 1108342-1108403, 1113355-1113463]
4	FLJ35816	1135370	1135786	[1135370-1135786]
4	SPON2	1167471	1172070	[1167471-1167655, 1170401-1170575, 1170998-1171189, 1171262-1171485, 1171851-1172070]
4	CTBP1	1212239	1248954	[1212239-1212422, 1212912-1213029, 1213477-1213604, 1214342-1214472, 1215990-1216204, 1225359-1225565, 1228198-1228342, 1238182-1238336, 1248915-1248954]
4	CRIPAK	1394511	1395851	[1394511-1395851]
4	SLBP	1693596	1712187	[1693596-1693712, 1694773-1694839, 1696201-1696350, 1699563-1699700, 1700010-1700069, 1703595-1703699, 1711873-1711989, 1712129-1712187]
4	TMEM129	1717409	1720836	[1717409-1717427, 1718151-1718625, 1720632-1720836]
4	TACC3	1723421	1745012	[1723421-1723582, 1723727-1723869, 1727707-1728786, 1730886-1730961, 1731171-1731300, 1735272-1735324, 1735730-1735833, 1737240-1737327, 1737597-1737701, 1739701-1739777, 1739958-1740001, 1740825-1740985, 1744517-1744623, 1744711-1744831, 1744947-1745012]
4	FGFR3	1793934	1807261	[1793934-1794042, 1799253-1799522, 1799746-1799811, 1801366-1801535, 1801619-1801742, 1801834-1802024, 1803691-1803835, 1804329-1804519, 1804823-1804968, 1805354-1805475, 1805558-1805668, 1805749-1805939, 1806050-1806172, 1806256-1806326, 1806545-1806682, 1806828-1806933, 1807115-1807261]
4	FGFR3	1793934	1807261	[1793934-1794042, 1799253-1799522, 1799746-1799811, 1801366-1801535, 1801619-1801742, 1801834-1802024, 1804823-1804968, 1805354-1805475, 1805558-1805668, 1805749-1805939, 1806050-1806172, 1806256-1806326, 1806545-1806682, 1806828-1806933, 1807115-1807261]
4	LETM1	1814423	1855949	[1814423-1814572, 1815663-1815801, 1816726-1816913, 1819337-1819471, 1822180-1822311, 1822987-1823130, 1823643-1823774, 1825563-1825682, 1832743-1832946, 1834844-1834981, 1836428-1836571, 1841346-1841796, 1849148-1849208, 1855868-1855949]
4	WHSC1	1900654	1942400	[1900654-1901250, 1904215-1904377, 1916870-1917036, 1918140-1918622, 1930625-1930769, 1935143-1935261, 1938450-1938531, 1939653-1939777, 1942338-1942400]
